#overlapped_WTuntr_H3K27ac Enhancers
#Created from WTuntr_SE/overlapped_WTuntr_H3K27ac_12KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by WTuntr_merged.bam
#Using cutoff of 10679.2405 for Super-Enhancers
#Created on Νοε 24 2021 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	WTuntr_merged.bam	WTuntr_Input_merged.bam	enhancerRank	isSuper
4_WTuntr_H3K27ac_rep_A_peak_23162_lociStitched	chr8	68038305	68062833	4	3940	9247.056	2835.4368	1713	0
5_WTuntr_H3K27ac_rep_A_peak_22035_lociStitched	chr7	99121103	99141150	5	4795	9674.6822	3265.6563	1714	0
1_WTuntr_H3K27ac_rep_A_peak_9369_lociStitched	chr16	22919078	22922522	1	3445	6779.1696	378.84	1715	0
3_WTuntr_H3K27ac_rep_A_peak_21043_lociStitched	chr6	148193526	148213343	3	4970	8709.5715	2314.6256	1716	0
4_WTuntr_H3K27ac_rep_A_peak_19006_lociStitched	chr5	124424790	124446508	4	5112	9701.4306	3309.8232	1717	0
1_WTuntr_H3K27ac_rep_A_peak_3731_lociStitched	chr11	72606849	72608466	1	1618	6653.3082	264.5412	1718	0
2_WTuntr_H3K27ac_rep_A_peak_22566_lociStitched	chr7	141047140	141052521	2	3901	7482.2805	1097.724	1719	0
4_WTuntr_H3K27ac_rep_A_peak_22005_lociStitched	chr7	98351892	98361479	4	4210	8364.6575	1980.6742	1720	0
2_WTuntr_H3K27ac_rep_A_peak_10148_lociStitched	chr17	24163013	24170518	2	2498	7631.8345	1249.5825	1721	0
2_WTuntr_H3K27ac_rep_A_peak_8978_lociStitched	chr15	98870773	98881316	2	1949	8019.0058	1640.4908	1722	0
1_WTuntr_H3K27ac_rep_A_peak_25100_lociStitched	chr9	82973107	82976616	1	3510	6978.3483	602.8462	1723	0
4_WTuntr_H3K27ac_rep_A_peak_24613_lociStitched	chr9	50686833	50702061	4	5493	8885.538	2511.0972	1724	0
2_WTuntr_H3K27ac_rep_A_peak_9158_lociStitched	chr16	4787961	4790763	2	2488	6864.0594	489.7896	1725	0
5_WTuntr_H3K27ac_rep_A_peak_25665_lociStitched	chrX	36589677	36600514	5	4725	7011.539	639.383	1726	0
6_WTuntr_H3K27ac_rep_A_peak_19553_lociStitched	chr6	5188274	5200726	6	4662	7986.7128	1615.0244	1727	0
2_WTuntr_H3K27ac_rep_A_peak_17527_lociStitched	chr4	141617475	141624393	2	3034	7625.7114	1257.0006	1728	0
5_WTuntr_H3K27ac_rep_A_peak_16973_lociStitched	chr4	119108755	119125660	5	4827	9615.564	3252.522	1729	0
1_WTuntr_H3K27ac_rep_A_peak_15013_lociStitched	chr3	52267737	52270122	1	2386	6864.507	507.528	1730	0
3_WTuntr_H3K27ac_rep_A_peak_5680_lociStitched	chr12	103860901	103865804	3	3880	6905.3852	550.6069	1731	0
1_WTuntr_H3K27ac_rep_A_peak_25636_lociStitched	chrX	13279954	13282360	1	2407	6607.8384	253.1112	1732	0
3_WTuntr_H3K27ac_rep_A_peak_7726_lociStitched	chr14	73161956	73180541	3	3477	9534.105	3179.8935	1733	0
4_WTuntr_H3K27ac_rep_A_peak_6251_lociStitched	chr13	42048901	42053618	4	3603	7001.9148	654.2479	1734	0
2_WTuntr_H3K27ac_rep_A_peak_10008_lociStitched	chr17	5840662	5849736	2	2449	7946.1018	1599.7462	1735	0
4_WTuntr_H3K27ac_rep_A_peak_15983_lociStitched	chr3	152395433	152404679	4	3693	7664.0094	1318.4796	1736	0
1_WTuntr_H3K27ac_rep_A_peak_18518_lociStitched	chr5	96160524	96163582	1	3059	6875.3014	535.15	1737	0
2_WTuntr_H3K27ac_rep_A_peak_25242_lociStitched	chr9	104062690	104072001	2	4115	7273.7532	933.8933	1738	0
3_WTuntr_H3K27ac_rep_A_peak_19433_lociStitched	chr5	146220661	146231905	3	3227	8148.5268	1810.284	1739	0
2_WTuntr_H3K27ac_rep_A_peak_6323_lociStitched	chr13	48869476	48879151	2	3865	8093.1375	1755.045	1740	0
2_WTuntr_H3K27ac_rep_A_peak_11030_lociStitched	chr17	84681994	84690656	2	4321	7963.8428	1631.0546	1741	0
4_WTuntr_H3K27ac_rep_A_peak_19200_lociStitched	chr5	137338451	137351567	4	5723	8461.1316	2132.6616	1742	0
8_WTuntr_H3K27ac_rep_A_peak_1034_lociStitched	chr1	151150079	151178235	8	4251	9927.8056	3601.1524	1743	0
4_WTuntr_H3K27ac_rep_A_peak_14848_lociStitched	chr3	19162658	19169915	4	3366	7478.3385	1151.6859	1744	0
4_WTuntr_H3K27ac_rep_A_peak_16480_lociStitched	chr4	62359744	62374456	4	4497	8235.7776	1909.6176	1745	0
1_WTuntr_H3K27ac_rep_A_peak_9964_lociStitched	chr16	97534390	97537316	1	2927	7050.7822	725.0628	1746	0
4_WTuntr_H3K27ac_rep_A_peak_903_lociStitched	chr1	133916384	133935460	4	3668	9391.1148	3067.4208	1747	0
2_WTuntr_H3K27ac_rep_A_peak_21500_lociStitched	chr7	34654080	34660784	2	3911	7426.6912	1104.1488	1748	0
5_WTuntr_H3K27ac_rep_A_peak_21260_lociStitched	chr7	19783573	19797303	5	4275	8807.795	2487.876	1749	0
7_WTuntr_H3K27ac_rep_A_peak_17002_lociStitched	chr4	122954613	122980628	7	4765	10772.8115	4458.971	1750	0
3_WTuntr_H3K27ac_rep_A_peak_4184_lociStitched	chr11	96967115	96978608	3	2474	8708.2461	2404.3356	1751	0
3_WTuntr_H3K27ac_rep_A_peak_3726_lociStitched	chr11	72458555	72476722	3	3681	9675.7442	3375.4286	1752	0
1_WTuntr_H3K27ac_rep_A_peak_6036_lociStitched	chr13	24799725	24802468	1	2744	6813.8863	513.7639	1753	0
2_WTuntr_H3K27ac_rep_A_peak_19464_lociStitched	chr5	147074171	147078074	2	3011	7116.3399	820.4106	1754	0
1_WTuntr_H3K27ac_rep_A_peak_12843_lociStitched	chr19	58453486	58456132	1	2647	6764.499	471.5172	1755	0
3_WTuntr_H3K27ac_rep_A_peak_25611_lociStitched	chrX	10714537	10719515	3	4182	6716.3176	426.6146	1756	0
6_WTuntr_H3K27ac_rep_A_peak_18172_lociStitched	chr5	53196053	53213982	6	4340	9369.6954	3081.9951	1757	0
2_WTuntr_H3K27ac_rep_A_peak_18688_lociStitched	chr5	111416501	111424821	2	2986	7681.856	1395.264	1758	0
5_WTuntr_H3K27ac_rep_A_peak_15232_lociStitched	chr3	86998872	87013384	5	4423	8088.9888	1803.8416	1759	0
3_WTuntr_H3K27ac_rep_A_peak_3556_lociStitched	chr11	61853941	61863334	3	2794	7668.4452	1384.5282	1760	0
4_WTuntr_H3K27ac_rep_A_peak_10384_lociStitched	chr17	30607069	30619153	4	3023	7824.39	1540.71	1761	0
3_WTuntr_H3K27ac_rep_A_peak_19284_lociStitched	chr5	139791513	139797703	3	3570	7826.017	1542.548	1762	0
1_WTuntr_H3K27ac_rep_A_peak_369_lociStitched	chr1	66815711	66818056	1	2346	6680.905	401.2295	1763	0
5_WTuntr_H3K27ac_rep_A_peak_21301_lociStitched	chr7	25264387	25282901	5	5302	9812.42	3539.8768	1764	0
2_WTuntr_H3K27ac_rep_A_peak_5342_lociStitched	chr12	73538096	73546548	2	4543	7403.952	1135.1036	1765	0
2_WTuntr_H3K27ac_rep_A_peak_22549_lociStitched	chr7	140828396	140837158	2	2669	7569.4918	1305.538	1766	0
2_WTuntr_H3K27ac_rep_A_peak_17482_lociStitched	chr4	140615552	140625170	2	2974	7955.0478	1694.6916	1767	0
4_WTuntr_H3K27ac_rep_A_peak_20739_lociStitched	chr6	125082050	125097079	4	4241	8788.9592	2530.8836	1768	0
4_WTuntr_H3K27ac_rep_A_peak_20299_lociStitched	chr6	91156741	91163117	4	4357	7432.5032	1174.4592	1769	0
6_WTuntr_H3K27ac_rep_A_peak_17039_lociStitched	chr4	124741583	124766323	6	5074	10695.102	4438.356	1770	0
1_WTuntr_H3K27ac_rep_A_peak_20322_lociStitched	chr6	92090999	92092782	1	1784	6627.5893	370.864	1771	0
1_WTuntr_H3K27ac_rep_A_peak_2981_lociStitched	chr11	5098079	5100036	1	1958	6785.3104	531.1298	1772	0
1_WTuntr_H3K27ac_rep_A_peak_9856_lociStitched	chr16	87609885	87613181	1	3297	6859.6352	609.76	1773	0
1_WTuntr_H3K27ac_rep_A_peak_20574_lociStitched	chr6	117167814	117171796	1	3983	7118.6214	870.8634	1774	0
3_WTuntr_H3K27ac_rep_A_peak_14080_lociStitched	chr2	129197551	129213229	3	2966	8760.8664	2514.7512	1775	0
5_WTuntr_H3K27ac_rep_A_peak_3744_lociStitched	chr11	74638163	74653682	5	3277	8886.1794	2641.3338	1776	0
3_WTuntr_H3K27ac_rep_A_peak_25294_lociStitched	chr9	107289185	107309285	3	6595	10244.97	4003.92	1777	0
2_WTuntr_H3K27ac_rep_A_peak_6907_lociStitched	chr13	115089476	115102467	2	3508	8127.1696	1891.4896	1778	0
5_WTuntr_H3K27ac_rep_A_peak_19453_lociStitched	chr5	146962853	146981486	5	4777	9312.7734	3078.1716	1779	0
4_WTuntr_H3K27ac_rep_A_peak_21374_lociStitched	chr7	28338134	28351371	4	4443	8310.1886	2078.209	1780	0
5_WTuntr_H3K27ac_rep_A_peak_2541_lociStitched	chr10	94147872	94171942	5	3213	9652.07	3422.754	1781	0
3_WTuntr_H3K27ac_rep_A_peak_13020_lociStitched	chr2	25075155	25081555	3	3941	7305.6	1077.12	1782	0
3_WTuntr_H3K27ac_rep_A_peak_18980_lociStitched	chr5	124002535	124007946	3	4539	7428.2208	1205.0297	1783	0
3_WTuntr_H3K27ac_rep_A_peak_16475_lociStitched	chr4	62150226	62159347	3	3558	6919.1906	696.8444	1784	0
2_WTuntr_H3K27ac_rep_A_peak_6278_lociStitched	chr13	44729834	44734181	2	3269	6813.0531	593.8002	1785	0
2_WTuntr_H3K27ac_rep_A_peak_15348_lociStitched	chr3	90508408	90515459	2	3332	7491.6875	1276.231	1786	0
3_WTuntr_H3K27ac_rep_A_peak_20857_lociStitched	chr6	134723061	134730878	3	3845	7208.0557	999.0126	1787	0
3_WTuntr_H3K27ac_rep_A_peak_17718_lociStitched	chr4	150902980	150915114	3	3877	8594.5122	2385.5444	1788	0
1_WTuntr_H3K27ac_rep_A_peak_2124_lociStitched	chr10	75935364	75938065	1	2702	6662.0165	455.1185	1789	0
2_WTuntr_H3K27ac_rep_A_peak_5738_lociStitched	chr12	105753097	105759273	2	4286	7172.8064	968.3968	1790	0
4_WTuntr_H3K27ac_rep_A_peak_4574_lociStitched	chr11	110245036	110268657	4	3971	9046.843	2848.6926	1791	0
4_WTuntr_H3K27ac_rep_A_peak_5804_lociStitched	chr12	111429363	111443787	4	5031	8789.9856	2591.9928	1792	0
5_WTuntr_H3K27ac_rep_A_peak_793_lociStitched	chr1	130761093	130767475	5	3346	7196.9814	1001.3358	1793	0
2_WTuntr_H3K27ac_rep_A_peak_17625_lociStitched	chr4	148591498	148604209	2	3453	8736.2703	2540.9289	1794	0
2_WTuntr_H3K27ac_rep_A_peak_2047_lociStitched	chr10	68528879	68541991	2	2512	8052.0792	1857.9704	1795	0
5_WTuntr_H3K27ac_rep_A_peak_12577_lociStitched	chr19	41382202	41400844	5	4064	9145.7652	2952.8928	1796	0
5_WTuntr_H3K27ac_rep_A_peak_16455_lociStitched	chr4	61519902	61532921	5	3379	6595.4254	403.589	1797	0
4_WTuntr_H3K27ac_rep_A_peak_20475_lociStitched	chr6	113471486	113487353	4	2827	9139.392	2949.6753	1798	0
4_WTuntr_H3K27ac_rep_A_peak_16383_lociStitched	chr4	57058244	57074621	4	4917	8904.1749	2716.9443	1799	0
2_WTuntr_H3K27ac_rep_A_peak_3120_lociStitched	chr11	21424700	21429112	2	3873	6791.3916	604.8852	1800	0
1_WTuntr_H3K27ac_rep_A_peak_2120_lociStitched	chr10	75833088	75838217	1	5130	7138.0293	953.4811	1801	0
4_WTuntr_H3K27ac_rep_A_peak_16124_lociStitched	chr4	32238356	32250769	4	3622	8347.7425	2164.8272	1802	0
5_WTuntr_H3K27ac_rep_A_peak_17886_lociStitched	chr5	21175395	21188294	5	3936	7864.5203	1682.0296	1803	0
2_WTuntr_H3K27ac_rep_A_peak_1809_lociStitched	chr10	41518643	41521317	2	1967	6617.3478	437.4664	1804	0
4_WTuntr_H3K27ac_rep_A_peak_25286_lociStitched	chr9	106784080	106791870	4	4672	7240.805	1060.998	1805	0
1_WTuntr_H3K27ac_rep_A_peak_12860_lociStitched	chr19	61199585	61199932	1	348	6929.7982	750.1099	1806	0
2_WTuntr_H3K27ac_rep_A_peak_21948_lociStitched	chr7	84686171	84690732	2	4221	6820.0633	641.2766	1807	0
1_WTuntr_H3K27ac_rep_A_peak_19252_lociStitched	chr5	138754459	138758069	1	3611	6996.18	818.387	1808	0
1_WTuntr_H3K27ac_rep_A_peak_11663_lociStitched	chr18	61534312	61536904	1	2593	6650.5536	473.8176	1809	0
3_WTuntr_H3K27ac_rep_A_peak_24399_lociStitched	chr9	35162464	35176085	3	4567	8379.6392	2212.0504	1810	0
5_WTuntr_H3K27ac_rep_A_peak_14235_lociStitched	chr2	146501896	146526599	5	3496	9080.8228	2914.954	1811	0
4_WTuntr_H3K27ac_rep_A_peak_9253_lociStitched	chr16	14152401	14163698	4	2691	7714.7213	1549.9484	1812	0
1_WTuntr_H3K27ac_rep_A_peak_7305_lociStitched	chr14	45415554	45419664	1	4111	6760.128	595.539	1813	0
4_WTuntr_H3K27ac_rep_A_peak_502_lociStitched	chr1	75168234	75192921	4	4642	11163.4614	5004.0549	1814	0
2_WTuntr_H3K27ac_rep_A_peak_12549_lociStitched	chr19	40364453	40371438	2	4899	7520.7495	1366.266	1815	0
1_WTuntr_H3K27ac_rep_A_peak_19817_lociStitched	chr6	42349060	42351937	1	2878	6785.9799	635.2416	1816	0
2_WTuntr_H3K27ac_rep_A_peak_23882_lociStitched	chr8	119394885	119400600	2	3014	7295.1975	1146.429	1817	0
3_WTuntr_H3K27ac_rep_A_peak_2327_lociStitched	chr10	81290099	81300881	3	4896	8379.7704	2238.3432	1818	0
5_WTuntr_H3K27ac_rep_A_peak_8014_lociStitched	chr15	10879329	10903006	5	4678	9529.9925	3390.5464	1819	0
2_WTuntr_H3K27ac_rep_A_peak_12114_lociStitched	chr19	7120991	7137370	2	4658	9167.3263	3030.115	1820	0
3_WTuntr_H3K27ac_rep_A_peak_10979_lociStitched	chr17	83212226	83220108	3	4428	7779.534	1647.338	1821	0
1_WTuntr_H3K27ac_rep_A_peak_19877_lociStitched	chr6	51269373	51272431	1	3059	6575.6174	445.5506	1822	0
2_WTuntr_H3K27ac_rep_A_peak_22408_lociStitched	chr7	127769297	127777829	2	2725	7733.4048	1605.7224	1823	0
2_WTuntr_H3K27ac_rep_A_peak_5672_lociStitched	chr12	103734498	103739075	2	4260	6733.2247	608.741	1824	0
2_WTuntr_H3K27ac_rep_A_peak_12820_lociStitched	chr19	57174004	57182751	2	3223	7813.6951	1696.918	1825	0
1_WTuntr_H3K27ac_rep_A_peak_22415_lociStitched	chr7	127840779	127842520	1	1742	6537.8032	422.8889	1826	0
6_WTuntr_H3K27ac_rep_A_peak_24662_lociStitched	chr9	53603406	53614490	6	5314	7890.6996	1776.7652	1827	0
6_WTuntr_H3K27ac_rep_A_peak_25876_lociStitched	chrX	140506129	140525642	6	4028	7701.7811	1590.3095	1828	0
2_WTuntr_H3K27ac_rep_A_peak_9429_lociStitched	chr16	24198372	24206866	2	4138	7686.2206	1578.1852	1829	0
4_WTuntr_H3K27ac_rep_A_peak_21239_lociStitched	chr7	19551912	19574012	4	4822	10245.56	4139.33	1830	0
4_WTuntr_H3K27ac_rep_A_peak_20839_lociStitched	chr6	134160285	134172761	4	3481	7975.9068	1870.1524	1831	0
1_WTuntr_H3K27ac_rep_A_peak_14663_lociStitched	chr2	170129986	170134033	1	4048	6723.2811	619.191	1832	0
1_WTuntr_H3K27ac_rep_A_peak_25204_lociStitched	chr9	100642054	100644867	1	2814	6709.005	607.8893	1833	0
2_WTuntr_H3K27ac_rep_A_peak_21309_lociStitched	chr7	25389864	25396599	2	6227	7524.342	1423.779	1834	0
4_WTuntr_H3K27ac_rep_A_peak_25828_lociStitched	chrX	103546329	103557705	4	3798	6781.2336	681.4224	1835	0
3_WTuntr_H3K27ac_rep_A_peak_20251_lociStitched	chr6	90392696	90398123	3	4436	6953.0724	855.2952	1836	0
1_WTuntr_H3K27ac_rep_A_peak_10843_lociStitched	chr17	65612418	65614696	1	2279	6519.8638	425.7582	1837	0
4_WTuntr_H3K27ac_rep_A_peak_10426_lociStitched	chr17	31851701	31856715	4	3820	6904.278	812.268	1838	0
1_WTuntr_H3K27ac_rep_A_peak_3523_lociStitched	chr11	60807379	60811163	1	3785	6828.228	736.7448	1839	0
2_WTuntr_H3K27ac_rep_A_peak_10551_lociStitched	chr17	35234836	35242536	2	3409	7693.84	1602.37	1840	0
3_WTuntr_H3K27ac_rep_A_peak_7150_lociStitched	chr14	29967768	29979223	3	3728	7978.4075	1892.366	1841	0
2_WTuntr_H3K27ac_rep_A_peak_1166_lociStitched	chr1	164457284	164460811	2	2585	6581.0293	499.4232	1842	0
4_WTuntr_H3K27ac_rep_A_peak_22063_lociStitched	chr7	99680208	99696300	4	3154	9032.4396	2954.4912	1843	0
3_WTuntr_H3K27ac_rep_A_peak_12215_lociStitched	chr19	11049453	11055774	3	4252	6864.606	788.8608	1844	0
3_WTuntr_H3K27ac_rep_A_peak_15530_lociStitched	chr3	98751960	98763011	3	4144	7029.5411	955.9115	1845	0
1_WTuntr_H3K27ac_rep_A_peak_15951_lociStitched	chr3	146498666	146500971	1	2306	6402.5985	333.764	1846	0
3_WTuntr_H3K27ac_rep_A_peak_12793_lociStitched	chr19	55166410	55171572	3	3080	6811.7752	743.8442	1847	0
9_WTuntr_H3K27ac_rep_A_peak_14563_lociStitched	chr2	166976475	167015563	9	5312	12043.0128	5976.5552	1848	0
2_WTuntr_H3K27ac_rep_A_peak_3364_lociStitched	chr11	52094446	52099845	2	2816	7047.3147	983.1579	1849	0
3_WTuntr_H3K27ac_rep_A_peak_17969_lociStitched	chr5	30151317	30156093	3	3262	6769.0248	705.8928	1850	0
2_WTuntr_H3K27ac_rep_A_peak_15626_lociStitched	chr3	108013439	108018570	2	4789	7000.7364	937.9468	1851	0
2_WTuntr_H3K27ac_rep_A_peak_13869_lociStitched	chr2	104121450	104130966	2	4192	7836.426	1774.734	1852	0
2_WTuntr_H3K27ac_rep_A_peak_17864_lociStitched	chr5	8996015	9000606	2	3833	6754.2792	692.7819	1853	0
4_WTuntr_H3K27ac_rep_A_peak_24333_lociStitched	chr9	24499993	24513861	4	4167	8073.9496	2015.0204	1854	0
2_WTuntr_H3K27ac_rep_A_peak_21268_lociStitched	chr7	19864165	19871385	2	4153	7458.982	1401.402	1855	0
3_WTuntr_H3K27ac_rep_A_peak_10361_lociStitched	chr17	29383877	29399333	3	6231	8774.3712	2717.1648	1856	0
5_WTuntr_H3K27ac_rep_A_peak_8775_lociStitched	chr15	83523415	83532038	5	5261	7954.7175	1898.7846	1857	0
5_WTuntr_H3K27ac_rep_A_peak_18693_lociStitched	chr5	111465734	111474327	5	4428	7717.3733	1661.8862	1858	0
1_WTuntr_H3K27ac_rep_A_peak_13601_lociStitched	chr2	71253619	71257249	1	3631	6660.324	610.929	1859	0
6_WTuntr_H3K27ac_rep_A_peak_2494_lociStitched	chr10	93068847	93078192	6	7294	7613.3715	1564.353	1860	0
2_WTuntr_H3K27ac_rep_A_peak_13876_lociStitched	chr2	104740185	104743807	2	3297	6701.4244	660.6528	1861	0
4_WTuntr_H3K27ac_rep_A_peak_12328_lociStitched	chr19	25374668	25387415	4	3705	8001.2919	1965.5874	1862	0
1_WTuntr_H3K27ac_rep_A_peak_15923_lociStitched	chr3	144718523	144720387	1	1865	6253.5336	219.5792	1863	0
4_WTuntr_H3K27ac_rep_A_peak_359_lociStitched	chr1	64737101	64757187	4	5880	9127.0784	3095.2526	1864	0
5_WTuntr_H3K27ac_rep_A_peak_15694_lociStitched	chr3	118562138	118579298	5	2407	7220.928	1190.904	1865	0
6_WTuntr_H3K27ac_rep_A_peak_7343_lociStitched	chr14	47462256	47490340	6	3525	10357.3792	4333.3612	1866	0
4_WTuntr_H3K27ac_rep_A_peak_4785_lociStitched	chr11	119040535	119057057	4	4028	9131.7094	3109.4404	1867	0
2_WTuntr_H3K27ac_rep_A_peak_1654_lociStitched	chr10	18366376	18372498	2	5400	6967.4482	952.5832	1868	0
10_WTuntr_H3K27ac_rep_A_peak_4080_lociStitched	chr11	89991390	90003341	10	4980	8114.729	2100.9858	1869	0
3_WTuntr_H3K27ac_rep_A_peak_1801_lociStitched	chr10	40494317	40500541	3	3504	7233.5328	1221.1488	1870	0
5_WTuntr_H3K27ac_rep_A_peak_11494_lociStitched	chr18	39427859	39447531	5	4158	7723.2272	1711.464	1871	0
3_WTuntr_H3K27ac_rep_A_peak_2575_lociStitched	chr10	95616553	95626124	3	3464	7298.8446	1288.2566	1872	0
4_WTuntr_H3K27ac_rep_A_peak_17292_lociStitched	chr4	134485655	134497414	4	3598	8127.8208	2120.1477	1873	0
3_WTuntr_H3K27ac_rep_A_peak_17424_lociStitched	chr4	138323732	138326729	3	1877	6403.3902	398.601	1874	0
5_WTuntr_H3K27ac_rep_A_peak_25686_lociStitched	chrX	38455041	38474303	5	2692	7263.7002	1263.5872	1875	0
1_WTuntr_H3K27ac_rep_A_peak_11386_lociStitched	chr18	34953598	34955481	1	1884	6362.4687	362.6658	1876	0
5_WTuntr_H3K27ac_rep_A_peak_20335_lociStitched	chr6	94549191	94563752	5	4251	8307.0505	2307.9185	1877	0
2_WTuntr_H3K27ac_rep_A_peak_11398_lociStitched	chr18	35675025	35679429	2	3345	6904.1508	913.3896	1878	0
1_WTuntr_H3K27ac_rep_A_peak_25107_lociStitched	chr9	85748524	85750492	1	1969	6387.9312	398.52	1879	0
4_WTuntr_H3K27ac_rep_A_peak_1420_lociStitched	chr1	184052052	184069116	4	6747	8711.172	2725.1208	1880	0
2_WTuntr_H3K27ac_rep_A_peak_12499_lociStitched	chr19	37433776	37442594	2	4154	7554.3806	1568.7222	1881	0
1_WTuntr_H3K27ac_rep_A_peak_10949_lociStitched	chr17	79917618	79920899	1	3282	6577.0926	594.8453	1882	0
3_WTuntr_H3K27ac_rep_A_peak_2044_lociStitched	chr10	68435622	68447119	3	2762	7615.6128	1636.0231	1883	0
4_WTuntr_H3K27ac_rep_A_peak_16735_lociStitched	chr4	104972018	104999662	4	3709	9592.468	3613.0708	1884	0
1_WTuntr_H3K27ac_rep_A_peak_8147_lociStitched	chr15	37006347	37008336	1	1990	6413.3316	435.1932	1885	0
5_WTuntr_H3K27ac_rep_A_peak_4423_lociStitched	chr11	103006552	103028868	5	3611	9502.1528	3528.1596	1886	0
3_WTuntr_H3K27ac_rep_A_peak_4126_lociStitched	chr11	94272890	94282690	3	3889	7746.9	1775.76	1887	0
2_WTuntr_H3K27ac_rep_A_peak_9447_lociStitched	chr16	24477233	24484868	2	2550	7177.6635	1210.911	1888	0
1_WTuntr_H3K27ac_rep_A_peak_16182_lociStitched	chr4	40699573	40703972	1	4400	6738.8281	772.4644	1889	0
2_WTuntr_H3K27ac_rep_A_peak_16934_lociStitched	chr4	117835382	117841494	2	3890	7138.816	1172.8928	1890	0
3_WTuntr_H3K27ac_rep_A_peak_12191_lociStitched	chr19	10182346	10188902	3	3321	7423.3588	1461.988	1891	0
3_WTuntr_H3K27ac_rep_A_peak_2173_lociStitched	chr10	78292479	78299132	3	3890	7366.8669	1411.1013	1892	0
1_WTuntr_H3K27ac_rep_A_peak_13989_lociStitched	chr2	121412853	121414710	1	1858	6327.1704	374.9283	1893	0
1_WTuntr_H3K27ac_rep_A_peak_17423_lociStitched	chr4	138215949	138218147	1	2199	6389.1464	442.897	1894	0
1_WTuntr_H3K27ac_rep_A_peak_6443_lociStitched	chr13	58214701	58216453	1	1753	6258.144	312.9072	1895	0
3_WTuntr_H3K27ac_rep_A_peak_24782_lociStitched	chr9	62366859	62381240	3	4303	8759.4671	2815.7998	1896	0
5_WTuntr_H3K27ac_rep_A_peak_8634_lociStitched	chr15	79658640	79691475	5	3707	11012.859	5079.5745	1897	0
3_WTuntr_H3K27ac_rep_A_peak_7930_lociStitched	chr15	3580353	3584394	3	3336	6470.0451	537.8571	1898	0
3_WTuntr_H3K27ac_rep_A_peak_18937_lociStitched	chr5	122798212	122803464	3	4286	6988.8364	1058.8032	1899	0
2_WTuntr_H3K27ac_rep_A_peak_4138_lociStitched	chr11	94389343	94404841	2	4026	8406.1152	2476.5804	1900	0
2_WTuntr_H3K27ac_rep_A_peak_6515_lociStitched	chr13	64106035	64109225	2	2652	6442.524	514.547	1901	0
6_WTuntr_H3K27ac_rep_A_peak_408_lociStitched	chr1	72172868	72183193	6	4384	7697.2875	1770.7375	1902	0
4_WTuntr_H3K27ac_rep_A_peak_1297_lociStitched	chr1	174906706	174931256	4	3715	8766.805	2842.89	1903	0
2_WTuntr_H3K27ac_rep_A_peak_20013_lociStitched	chr6	71260600	71272774	2	3506	7812.0558	1888.1874	1904	0
1_WTuntr_H3K27ac_rep_A_peak_9716_lociStitched	chr16	44138388	44141020	1	2633	6360.7544	437.1752	1905	0
3_WTuntr_H3K27ac_rep_A_peak_615_lociStitched	chr1	88103714	88110064	3	4332	6706.235	786.13	1906	0
2_WTuntr_H3K27ac_rep_A_peak_11201_lociStitched	chr18	11048254	11053698	2	4040	7081.5552	1162.294	1907	0
2_WTuntr_H3K27ac_rep_A_peak_13220_lociStitched	chr2	30236637	30243608	2	3894	7401.1107	1484.1259	1908	0
2_WTuntr_H3K27ac_rep_A_peak_23337_lociStitched	chr8	77043668	77057314	2	4929	7937.8782	2022.3372	1909	0
1_WTuntr_H3K27ac_rep_A_peak_23804_lociStitched	chr8	111779429	111783096	1	3668	6666.9727	755.0353	1910	0
6_WTuntr_H3K27ac_rep_A_peak_16108_lociStitched	chr4	19975723	19992972	6	3549	7613.7086	1702.4763	1911	0
2_WTuntr_H3K27ac_rep_A_peak_12839_lociStitched	chr19	58392603	58397780	2	4622	6759.0912	849.028	1912	0
2_WTuntr_H3K27ac_rep_A_peak_16498_lociStitched	chr4	63152347	63159061	2	4880	7239.7062	1334.7432	1913	0
5_WTuntr_H3K27ac_rep_A_peak_18186_lociStitched	chr5	53985434	54000558	5	3836	7956.7364	2055.3516	1914	0
1_WTuntr_H3K27ac_rep_A_peak_9956_lociStitched	chr16	96081551	96083521	1	1971	6292.574	391.636	1915	0
1_WTuntr_H3K27ac_rep_A_peak_5176_lociStitched	chr12	51690792	51692517	1	1726	6299.01	398.6475	1916	0
2_WTuntr_H3K27ac_rep_A_peak_6109_lociStitched	chr13	34342368	34345630	2	2903	6432.3378	535.9466	1917	0
4_WTuntr_H3K27ac_rep_A_peak_6783_lociStitched	chr13	100594311	100616990	4	4598	9638.575	3744.3029	1918	0
2_WTuntr_H3K27ac_rep_A_peak_22374_lociStitched	chr7	126921013	126929187	2	2695	7358.2348	1468.0504	1919	0
1_WTuntr_H3K27ac_rep_A_peak_647_lociStitched	chr1	91298013	91302564	1	4552	6832.4163	945.6978	1920	0
3_WTuntr_H3K27ac_rep_A_peak_9485_lociStitched	chr16	30008148	30013771	3	2769	6818.4498	933.9803	1921	0
5_WTuntr_H3K27ac_rep_A_peak_2664_lociStitched	chr10	111504328	111516582	5	4081	7679.5818	1798.8872	1922	0
7_WTuntr_H3K27ac_rep_A_peak_23003_lociStitched	chr8	40993796	41024874	7	5783	10840.0064	4963.1566	1923	0
