#overlapped_WTuntr_H3K27ac Enhancers
#Created from WTuntr_SE/overlapped_WTuntr_H3K27ac_12KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by WTuntr_merged.bam
#Using cutoff of 10679.2405 for Super-Enhancers
#Created on Νοε 24 2021 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	WTuntr_merged.bam	WTuntr_Input_merged.bam	enhancerRank	isSuper
5_WTuntr_H3K27ac_rep_A_peak_9431_lociStitched	chr16	24221260	24240702	5	12733	25923.9628	3205.9858	211	1
10_WTuntr_H3K27ac_rep_A_peak_2962_lociStitched	chr11	4093705	4135609	10	12978	30346.8768	7634.9088	212	1
13_WTuntr_H3K27ac_rep_A_peak_3315_lociStitched	chr11	50174382	50226254	13	16426	32072.4576	9383.6448	213	1
7_WTuntr_H3K27ac_rep_A_peak_1347_lociStitched	chr1	180209722	180230768	7	12290	26576.8888	3904.033	214	1
7_WTuntr_H3K27ac_rep_A_peak_23466_lociStitched	chr8	86593436	86626956	7	14087	27322.152	4712.912	215	1
13_WTuntr_H3K27ac_rep_A_peak_16357_lociStitched	chr4	53116005	53160236	13	16608	29714.3858	7147.7296	216	1
10_WTuntr_H3K27ac_rep_A_peak_6192_lociStitched	chr13	37846904	37904558	10	16072	31767.354	9305.3556	217	1
7_WTuntr_H3K27ac_rep_A_peak_17667_lociStitched	chr4	149988645	150013975	7	14768	27604.634	5154.655	218	1
5_WTuntr_H3K27ac_rep_A_peak_18125_lociStitched	chr5	43217322	43236260	5	6877	24825.8242	2386.188	219	1
4_WTuntr_H3K27ac_rep_A_peak_25443_lociStitched	chr9	114815631	114845001	4	11769	27628.359	5239.608	220	1
7_WTuntr_H3K27ac_rep_A_peak_15706_lociStitched	chr3	121255987	121292547	7	11614	27697.856	5345.072	221	1
7_WTuntr_H3K27ac_rep_A_peak_9395_lociStitched	chr16	23495923	23521205	7	14316	26308.4492	4052.7046	222	1
2_WTuntr_H3K27ac_rep_A_peak_12826_lociStitched	chr19	57358170	57378078	2	12177	25627.5684	3386.3508	223	1
3_WTuntr_H3K27ac_rep_A_peak_2084_lociStitched	chr10	71337041	71348768	3	10518	24566.8923	2330.1549	224	1
4_WTuntr_H3K27ac_rep_A_peak_8765_lociStitched	chr15	83148571	83173298	4	12327	27029.0837	4799.5107	225	1
9_WTuntr_H3K27ac_rep_A_peak_11635_lociStitched	chr18	60722230	60749083	9	13949	27709.6107	5491.4385	226	1
11_WTuntr_H3K27ac_rep_A_peak_9014_lociStitched	chr15	99833864	99876498	11	18720	29455.8306	7298.9408	227	1
3_WTuntr_H3K27ac_rep_A_peak_8587_lociStitched	chr15	78401648	78417130	3	10061	25440.0224	3300.7624	228	1
4_WTuntr_H3K27ac_rep_A_peak_16689_lociStitched	chr4	101342290	101374770	4	8221	26799.248	4764.816	229	1
8_WTuntr_H3K27ac_rep_A_peak_23517_lociStitched	chr8	91376874	91408963	8	13642	27095.9516	5098.9421	230	1
5_WTuntr_H3K27ac_rep_A_peak_23884_lociStitched	chr8	119422281	119441417	5	17151	26262.2464	4290.2912	231	1
7_WTuntr_H3K27ac_rep_A_peak_18954_lociStitched	chr5	123179132	123202493	7	9966	25617.6726	3674.6853	232	1
4_WTuntr_H3K27ac_rep_A_peak_9161_lociStitched	chr16	4878221	4897717	4	8102	25487.1208	3550.2216	233	1
5_WTuntr_H3K27ac_rep_A_peak_10875_lociStitched	chr17	71182888	71208879	5	13089	25822.0585	3885.6545	234	1
7_WTuntr_H3K27ac_rep_A_peak_14035_lociStitched	chr2	126522744	126557829	7	12058	26913.7035	4996.104	235	1
10_WTuntr_H3K27ac_rep_A_peak_17523_lociStitched	chr4	141506697	141573699	10	11281	33273.1932	11376.9396	236	1
8_WTuntr_H3K27ac_rep_A_peak_18096_lociStitched	chr5	36691709	36748697	8	15425	31206.6288	9328.9356	237	1
4_WTuntr_H3K27ac_rep_A_peak_3507_lociStitched	chr11	60203588	60225735	4	12219	26492.2414	4626.5083	238	1
6_WTuntr_H3K27ac_rep_A_peak_21767_lociStitched	chr7	68272285	68286785	6	12636	24039.55	2360.6	239	1
2_WTuntr_H3K27ac_rep_A_peak_4264_lociStitched	chr11	99040161	99048127	2	7585	23148.3994	1527.0822	240	1
4_WTuntr_H3K27ac_rep_A_peak_2250_lociStitched	chr10	80319834	80333681	4	9857	24301.485	2761.0918	241	1
5_WTuntr_H3K27ac_rep_A_peak_24555_lociStitched	chr9	46255560	46283432	5	12705	26773.8432	5259.4464	242	1
10_WTuntr_H3K27ac_rep_A_peak_17183_lociStitched	chr4	131867311	131921379	10	11899	30661.9628	9175.3396	243	1
7_WTuntr_H3K27ac_rep_A_peak_19131_lociStitched	chr5	134980291	135010510	7	10157	26662.2237	5261.1279	244	1
8_WTuntr_H3K27ac_rep_A_peak_13304_lociStitched	chr2	32395234	32425361	8	12223	27252.8842	5877.7777	245	1
6_WTuntr_H3K27ac_rep_A_peak_10753_lociStitched	chr17	56108854	56135079	6	9972	26998.6375	5635.7525	246	1
9_WTuntr_H3K27ac_rep_A_peak_4342_lociStitched	chr11	101350932	101391775	9	15824	27189.1851	6142.7872	247	1
8_WTuntr_H3K27ac_rep_A_peak_474_lociStitched	chr1	74375268	74398362	8	11038	25181.6976	4138.4448	248	1
4_WTuntr_H3K27ac_rep_A_peak_12770_lociStitched	chr19	53886506	53915647	4	13045	25477.9763	4592.6216	249	1
2_WTuntr_H3K27ac_rep_A_peak_10374_lociStitched	chr17	29485185	29493587	2	7953	22438.3812	1593.8594	250	1
6_WTuntr_H3K27ac_rep_A_peak_24017_lociStitched	chr8	123212334	123255099	6	9985	29178.5595	8347.728	251	1
8_WTuntr_H3K27ac_rep_A_peak_19035_lociStitched	chr5	125305869	125341514	8	11339	27689.036	6861.6625	252	1
9_WTuntr_H3K27ac_rep_A_peak_20055_lociStitched	chr6	72344727	72391254	9	13527	28972.3629	8179.4466	253	1
6_WTuntr_H3K27ac_rep_A_peak_17870_lociStitched	chr5	9028261	9056699	6	10516	23791.2308	3054.2412	254	1
4_WTuntr_H3K27ac_rep_A_peak_751_lociStitched	chr1	121326693	121350645	4	9462	23793.9168	3099.3888	255	1
6_WTuntr_H3K27ac_rep_A_peak_11404_lociStitched	chr18	35812689	35845452	6	10832	26895.1467	6238.0752	256	1
9_WTuntr_H3K27ac_rep_A_peak_23413_lociStitched	chr8	84760793	84800751	9	14139	27543.0494	6900.7466	257	1
6_WTuntr_H3K27ac_rep_A_peak_17987_lociStitched	chr5	30907224	30927478	6	11850	25260.7888	4619.9374	258	1
3_WTuntr_H3K27ac_rep_A_peak_6373_lociStitched	chr13	52972444	52982533	3	9359	22373.3664	1809.9666	259	1
2_WTuntr_H3K27ac_rep_A_peak_24472_lociStitched	chr9	43742943	43759667	2	9812	23871.8376	3338.1104	260	1
8_WTuntr_H3K27ac_rep_A_peak_16632_lociStitched	chr4	97746072	97779762	8	10617	25031.67	4534.674	261	1
6_WTuntr_H3K27ac_rep_A_peak_17577_lociStitched	chr4	144891456	144906887	6	10783	23578.568	3107.8034	262	1
4_WTuntr_H3K27ac_rep_A_peak_1127_lociStitched	chr1	160977911	160989551	4	9240	22426.788	2021.868	263	1
1_WTuntr_H3K27ac_rep_A_peak_19710_lociStitched	chr6	31215346	31222452	1	7107	21489.9652	1148.3296	264	1
4_WTuntr_H3K27ac_rep_A_peak_11911_lociStitched	chr19	3319039	3334039	4	7708	23328	3009	265	1
13_WTuntr_H3K27ac_rep_A_peak_2859_lociStitched	chr10	127935816	127970872	13	14444	25808.2272	5549.3648	266	1
2_WTuntr_H3K27ac_rep_A_peak_8618_lociStitched	chr15	79022355	79031235	2	8470	22231.08	2024.64	267	1
5_WTuntr_H3K27ac_rep_A_peak_23267_lociStitched	chr8	71366784	71405912	5	8657	27972.6072	7774.7336	268	1
9_WTuntr_H3K27ac_rep_A_peak_25163_lociStitched	chr9	95541946	95582420	9	12352	26032.8768	5856.5878	269	1
9_WTuntr_H3K27ac_rep_A_peak_15323_lociStitched	chr3	89890351	89913768	9	12321	24491.8403	4320.4365	270	1
10_WTuntr_H3K27ac_rep_A_peak_7906_lociStitched	chr15	3227001	3252521	10	11262	22881.232	2761.264	271	1
6_WTuntr_H3K27ac_rep_A_peak_25212_lociStitched	chr9	102717045	102736713	6	10102	23949.7236	3917.8656	272	1
10_WTuntr_H3K27ac_rep_A_peak_2514_lociStitched	chr10	93515156	93544793	10	12475	24468.3072	4454.4411	273	1
2_WTuntr_H3K27ac_rep_A_peak_23091_lociStitched	chr8	46733470	46743760	2	6110	21598.71	1711.227	274	1
4_WTuntr_H3K27ac_rep_A_peak_14604_lociStitched	chr2	167686299	167698560	4	8433	22269.6543	2404.3821	275	1
9_WTuntr_H3K27ac_rep_A_peak_21652_lociStitched	chr7	46827534	46847296	9	9257	23635.352	3839.7566	276	1
9_WTuntr_H3K27ac_rep_A_peak_377_lociStitched	chr1	67092760	67127808	9	11860	23478.6552	3690.5544	277	1
6_WTuntr_H3K27ac_rep_A_peak_6307_lociStitched	chr13	47169785	47203017	6	12009	25193.1792	5420.1392	278	1
2_WTuntr_H3K27ac_rep_A_peak_25350_lociStitched	chr9	108338806	108348673	2	9520	21444.9378	1722.7782	279	1
8_WTuntr_H3K27ac_rep_A_peak_4217_lociStitched	chr11	97799170	97823349	8	13429	24527.1776	4826.1284	280	1
9_WTuntr_H3K27ac_rep_A_peak_5362_lociStitched	chr12	75466982	75489465	9	10629	22500.9864	2803.6301	281	1
6_WTuntr_H3K27ac_rep_A_peak_14355_lociStitched	chr2	155356966	155383626	6	10473	23767.39	4076.314	282	1
4_WTuntr_H3K27ac_rep_A_peak_5768_lociStitched	chr12	108835334	108857871	4	10412	24116.8437	4433.0279	283	1
13_WTuntr_H3K27ac_rep_A_peak_24725_lociStitched	chr9	57664423	57726428	13	11888	28931.533	9288.349	284	1
3_WTuntr_H3K27ac_rep_A_peak_16466_lociStitched	chr4	62015156	62028634	3	12462	21076.8964	1456.9718	285	1
6_WTuntr_H3K27ac_rep_A_peak_16820_lociStitched	chr4	108062423	108083478	6	10495	22893.1015	3309.846	286	1
4_WTuntr_H3K27ac_rep_A_peak_5832_lociStitched	chr12	112094099	112112293	4	8283	22824.373	3314.9468	287	1
10_WTuntr_H3K27ac_rep_A_peak_23014_lociStitched	chr8	41101437	41135543	10	11697	24201.6176	4696.3962	288	1
6_WTuntr_H3K27ac_rep_A_peak_20311_lociStitched	chr6	91699474	91720147	6	13616	23244.7212	3748.0149	289	1
7_WTuntr_H3K27ac_rep_A_peak_20046_lociStitched	chr6	72215417	72245824	7	11420	25088.8157	5594.888	290	1
6_WTuntr_H3K27ac_rep_A_peak_13745_lociStitched	chr2	90904199	90941534	6	7558	24965.9145	5488.245	291	1
2_WTuntr_H3K27ac_rep_A_peak_24498_lociStitched	chr9	44478800	44491508	2	9550	21911.1336	2439.936	292	1
9_WTuntr_H3K27ac_rep_A_peak_20436_lociStitched	chr6	108425968	108471691	9	12780	26875.9794	7416.2706	293	1
7_WTuntr_H3K27ac_rep_A_peak_14265_lociStitched	chr2	148021985	148049077	7	13329	23391.2328	3955.432	294	1
2_WTuntr_H3K27ac_rep_A_peak_1479_lociStitched	chr1	190168239	190177035	2	8306	20936.2392	1615.8252	295	1
2_WTuntr_H3K27ac_rep_A_peak_5051_lociStitched	chr12	25092447	25111541	2	10395	22658.8498	3354.8158	296	1
4_WTuntr_H3K27ac_rep_A_peak_3834_lociStitched	chr11	77763231	77786959	4	12982	23493.0928	4204.6016	297	1
9_WTuntr_H3K27ac_rep_A_peak_11710_lociStitched	chr18	64608156	64661668	9	12429	27242.9592	7973.288	298	1
6_WTuntr_H3K27ac_rep_A_peak_21129_lociStitched	chr7	12961684	13010647	6	11142	27703.2654	8455.9101	299	1
3_WTuntr_H3K27ac_rep_A_peak_839_lociStitched	chr1	131988936	132010781	3	8823	22603.0215	3416.558	300	1
3_WTuntr_H3K27ac_rep_A_peak_7683_lociStitched	chr14	70191753	70210903	3	6514	22801.905	3632.755	301	1
10_WTuntr_H3K27ac_rep_A_peak_14694_lociStitched	chr2	173143115	173170252	10	9723	24146.5026	4979.6395	302	1
8_WTuntr_H3K27ac_rep_A_peak_20532_lociStitched	chr6	115647333	115677575	8	9136	23225.856	4067.549	303	1
12_WTuntr_H3K27ac_rep_A_peak_4677_lociStitched	chr11	116077319	116110590	12	12711	25033.1004	5875.6586	304	1
3_WTuntr_H3K27ac_rep_A_peak_10632_lociStitched	chr17	46015409	46032746	3	6739	22444.4802	3339.1062	305	1
5_WTuntr_H3K27ac_rep_A_peak_9830_lociStitched	chr16	78301143	78318439	5	8831	21955.5424	2891.8912	306	1
6_WTuntr_H3K27ac_rep_A_peak_18809_lociStitched	chr5	116407664	116448428	6	9740	25901.4456	6872.8104	307	1
8_WTuntr_H3K27ac_rep_A_peak_21208_lociStitched	chr7	19002578	19024994	8	16744	23010.024	4059.5376	308	1
7_WTuntr_H3K27ac_rep_A_peak_13704_lociStitched	chr2	84714483	84776305	7	11856	28580.3106	9631.8676	309	1
5_WTuntr_H3K27ac_rep_A_peak_20731_lociStitched	chr6	124903836	124931903	5	9461	23312.4502	4398.0989	310	1
9_WTuntr_H3K27ac_rep_A_peak_4868_lociStitched	chr11	120659308	120696288	9	13910	25693.704	6793.226	311	1
2_WTuntr_H3K27ac_rep_A_peak_14002_lociStitched	chr2	122234299	122244791	2	9934	20393.3004	1517.1432	312	1
6_WTuntr_H3K27ac_rep_A_peak_4967_lociStitched	chr12	8771005	8794628	6	11592	23429.2914	4599.3981	313	1
4_WTuntr_H3K27ac_rep_A_peak_8882_lociStitched	chr15	89169704	89181412	4	8615	21274.6068	2468.0464	314	1
4_WTuntr_H3K27ac_rep_A_peak_3893_lociStitched	chr11	79703992	79725608	4	11809	22796.2336	4065.9696	315	1
3_WTuntr_H3K27ac_rep_A_peak_11038_lociStitched	chr17	84864895	84880176	3	8252	21040.4089	2341.0492	316	1
13_WTuntr_H3K27ac_rep_A_peak_17260_lociStitched	chr4	133545642	133584597	13	10048	25340.2275	6669.096	317	1
7_WTuntr_H3K27ac_rep_A_peak_5884_lociStitched	chr13	4031803	4060864	7	12576	21757.9707	3089.1843	318	1
11_WTuntr_H3K27ac_rep_A_peak_6583_lociStitched	chr13	69610656	69654452	11	11492	25528.6884	6862.8332	319	1
9_WTuntr_H3K27ac_rep_A_peak_18703_lociStitched	chr5	112276716	112303069	9	13469	24300.1013	5686.9774	320	1
4_WTuntr_H3K27ac_rep_A_peak_13511_lociStitched	chr2	58741781	58758210	4	10228	20728.4693	2134.1271	321	1
1_WTuntr_H3K27ac_rep_A_peak_17906_lociStitched	chr5	23432028	23435955	1	3928	19403.6997	812.889	322	1
5_WTuntr_H3K27ac_rep_A_peak_4622_lociStitched	chr11	114849693	114867738	5	6424	21383.325	2802.3885	323	1
4_WTuntr_H3K27ac_rep_A_peak_4487_lociStitched	chr11	106554938	106589313	4	10439	25502.8125	6930	324	1
5_WTuntr_H3K27ac_rep_A_peak_4627_lociStitched	chr11	115162434	115187867	5	12012	23678.123	5188.332	325	1
11_WTuntr_H3K27ac_rep_A_peak_19418_lociStitched	chr5	145166696	145232980	11	13493	29675.3468	11195.3676	326	1
2_WTuntr_H3K27ac_rep_A_peak_22072_lociStitched	chr7	99962262	99980480	2	9323	21273.1586	2800.1066	327	1
3_WTuntr_H3K27ac_rep_A_peak_9081_lociStitched	chr15	102099845	102107037	3	6585	20020.3704	1554.9104	328	1
2_WTuntr_H3K27ac_rep_A_peak_17358_lociStitched	chr4	136133769	136149209	2	13440	21084.864	2734.424	329	1
7_WTuntr_H3K27ac_rep_A_peak_11857_lociStitched	chr18	80253204	80272659	7	8323	21758.472	3410.4615	330	1
10_WTuntr_H3K27ac_rep_A_peak_11239_lociStitched	chr18	12782001	12811478	10	13619	22832.8842	4507.0333	331	1
7_WTuntr_H3K27ac_rep_A_peak_6009_lociStitched	chr13	23804031	23840253	7	11925	22982.859	4687.1268	332	1
17_WTuntr_H3K27ac_rep_A_peak_20356_lociStitched	chr6	94640536	94701542	17	11844	28215.275	9956.1792	333	1
10_WTuntr_H3K27ac_rep_A_peak_13089_lociStitched	chr2	26571175	26604902	10	13327	24374.5029	6124.8232	334	1
11_WTuntr_H3K27ac_rep_A_peak_9734_lociStitched	chr16	45944867	45991701	11	14573	24255.3286	6060.3196	335	1
6_WTuntr_H3K27ac_rep_A_peak_16945_lociStitched	chr4	118122085	118145263	6	9980	22088.634	3933.3066	336	1
6_WTuntr_H3K27ac_rep_A_peak_10680_lociStitched	chr17	47436487	47474261	6	12437	25236.8094	7093.9572	337	1
7_WTuntr_H3K27ac_rep_A_peak_20041_lociStitched	chr6	72139770	72164842	7	10841	22354.1952	4277.2832	338	1
5_WTuntr_H3K27ac_rep_A_peak_10762_lociStitched	chr17	56162534	56186545	5	10125	22860.8731	4785.3923	339	1
5_WTuntr_H3K27ac_rep_A_peak_7393_lociStitched	chr14	51928900	51944380	5	8014	20538.864	2521.692	340	1
9_WTuntr_H3K27ac_rep_A_peak_2837_lociStitched	chr10	127736601	127776892	9	13291	24650.0338	6635.9277	341	1
8_WTuntr_H3K27ac_rep_A_peak_21144_lociStitched	chr7	14517857	14536625	8	9389	20017.9488	2030.6976	342	1
4_WTuntr_H3K27ac_rep_A_peak_2470_lociStitched	chr10	89504274	89534539	4	7890	21757.5085	3774.0455	343	1
11_WTuntr_H3K27ac_rep_A_peak_23076_lociStitched	chr8	46469943	46513841	11	13827	25175.503	7194.8822	344	1
5_WTuntr_H3K27ac_rep_A_peak_7390_lociStitched	chr14	51898951	51914786	5	7638	20805.6065	2834.465	345	1
4_WTuntr_H3K27ac_rep_A_peak_16939_lociStitched	chr4	117976967	118001501	4	13449	22671.8694	4712.9814	346	1
9_WTuntr_H3K27ac_rep_A_peak_17397_lociStitched	chr4	137764402	137796322	9	11447	23863.392	5905.2	347	1
10_WTuntr_H3K27ac_rep_A_peak_1246_lociStitched	chr1	171203226	171248087	10	10630	25902.7414	7949.3692	348	1
12_WTuntr_H3K27ac_rep_A_peak_5599_lociStitched	chr12	99391582	99445474	12	9291	26665.7616	8719.7256	349	1
5_WTuntr_H3K27ac_rep_A_peak_4693_lociStitched	chr11	116194680	116219864	5	13052	22446.4992	4515.4912	350	1
6_WTuntr_H3K27ac_rep_A_peak_9497_lociStitched	chr16	30252450	30267837	6	11276	20672.4345	2758.8891	351	1
5_WTuntr_H3K27ac_rep_A_peak_13652_lociStitched	chr2	75702526	75731850	5	5853	21834.6504	3926.4836	352	1
6_WTuntr_H3K27ac_rep_A_peak_916_lociStitched	chr1	134060505	134099886	6	10273	25739.4216	7844.6952	353	1
8_WTuntr_H3K27ac_rep_A_peak_5059_lociStitched	chr12	25219975	25267274	8	11251	26094.8583	8225.2961	354	1
8_WTuntr_H3K27ac_rep_A_peak_3228_lociStitched	chr11	35950266	35980640	8	12228	22865.5472	5014.7474	355	1
4_WTuntr_H3K27ac_rep_A_peak_21180_lociStitched	chr7	16399094	16421090	4	9102	22055.3892	4289.22	356	1
13_WTuntr_H3K27ac_rep_A_peak_19537_lociStitched	chr5	151141728	151195914	13	9875	26171.838	8420.5044	357	1
1_WTuntr_H3K27ac_rep_A_peak_622_lociStitched	chr1	88211624	88214935	1	3312	20460.9867	2770.9759	358	1
8_WTuntr_H3K27ac_rep_A_peak_18877_lociStitched	chr5	121582164	121598131	8	8218	20824.1614	3156.6759	359	1
5_WTuntr_H3K27ac_rep_A_peak_10992_lociStitched	chr17	83833618	83847717	5	10984	20177.0789	2580.117	360	1
3_WTuntr_H3K27ac_rep_A_peak_8871_lociStitched	chr15	89075186	89090840	3	8883	20722.7652	3130.8	361	1
9_WTuntr_H3K27ac_rep_A_peak_20160_lociStitched	chr6	85904745	85937872	9	12007	22698.6204	5157.8739	362	1
1_WTuntr_H3K27ac_rep_A_peak_16248_lociStitched	chr4	44065601	44073522	1	7922	19179.1173	1644.3996	363	1
5_WTuntr_H3K27ac_rep_A_peak_22410_lociStitched	chr7	127800632	127816805	5	10477	20586.6117	3058.3143	364	1
6_WTuntr_H3K27ac_rep_A_peak_8830_lociStitched	chr15	85768378	85788408	6	10039	20594.846	3100.644	365	1
7_WTuntr_H3K27ac_rep_A_peak_8715_lociStitched	chr15	82338483	82362526	7	10449	22162.8374	4678.7678	366	1
2_WTuntr_H3K27ac_rep_A_peak_10661_lociStitched	chr17	46725010	46736851	2	8724	19836.0432	2365.8318	367	1
2_WTuntr_H3K27ac_rep_A_peak_11501_lociStitched	chr18	39485331	39492068	2	6213	18480.9384	1036.1506	368	1
9_WTuntr_H3K27ac_rep_A_peak_11920_lociStitched	chr19	3666951	3719748	9	9408	27237.9723	9820.242	369	1
7_WTuntr_H3K27ac_rep_A_peak_4557_lociStitched	chr11	109701150	109733581	7	6706	22429.2796	5036.5343	370	1
5_WTuntr_H3K27ac_rep_A_peak_17309_lociStitched	chr4	134914165	134931425	5	8102	20411.676	3042.938	371	1
4_WTuntr_H3K27ac_rep_A_peak_17675_lociStitched	chr4	150219855	150238870	4	8088	20595.1465	3272.4815	372	1
10_WTuntr_H3K27ac_rep_A_peak_7646_lociStitched	chr14	66110466	66148129	10	11915	23332.2285	6014.7811	373	1
4_WTuntr_H3K27ac_rep_A_peak_16215_lociStitched	chr4	41740393	41761421	4	7383	21156.2708	3858.638	374	1
5_WTuntr_H3K27ac_rep_A_peak_22388_lociStitched	chr7	127232657	127278344	5	11294	25374.5598	8077.4616	375	1
6_WTuntr_H3K27ac_rep_A_peak_173_lociStitched	chr1	40155631	40180155	6	11467	21034.2348	3855.1728	376	1
3_WTuntr_H3K27ac_rep_A_peak_6331_lociStitched	chr13	49179118	49192709	3	6619	20007.3111	2892.1648	377	1
7_WTuntr_H3K27ac_rep_A_peak_5377_lociStitched	chr12	76254207	76281375	7	10261	21584.976	4477.2864	378	1
5_WTuntr_H3K27ac_rep_A_peak_7736_lociStitched	chr14	73373652	73389142	5	7835	19232.384	2150.012	379	1
4_WTuntr_H3K27ac_rep_A_peak_3353_lociStitched	chr11	51851754	51860508	4	5663	18585.6174	1538.0778	380	1
3_WTuntr_H3K27ac_rep_A_peak_11793_lociStitched	chr18	74763994	74782605	3	9753	19807.6873	2774.9001	381	1
1_WTuntr_H3K27ac_rep_A_peak_22269_lociStitched	chr7	119521188	119529890	1	8703	18356.869	1346.1994	382	1
5_WTuntr_H3K27ac_rep_A_peak_21107_lociStitched	chr7	6151599	6175334	5	8765	21216.7165	4217.7095	383	1
2_WTuntr_H3K27ac_rep_A_peak_4881_lociStitched	chr11	120821444	120832963	2	7439	19356.5276	2376.3697	384	1
6_WTuntr_H3K27ac_rep_A_peak_22710_lociStitched	chr8	10853868	10912536	6	9751	27057.6816	10090.896	385	1
12_WTuntr_H3K27ac_rep_A_peak_14575_lociStitched	chr2	167318004	167354022	12	13396	23415.3018	6533.6652	386	1
5_WTuntr_H3K27ac_rep_A_peak_4396_lociStitched	chr11	102284919	102320703	5	8654	23420.628	6587.8344	387	1
3_WTuntr_H3K27ac_rep_A_peak_14616_lociStitched	chr2	167760252	167782034	3	10590	21117.649	4286.6976	388	1
7_WTuntr_H3K27ac_rep_A_peak_1157_lociStitched	chr1	164148693	164163903	7	9213	18758.493	1945.359	389	1
5_WTuntr_H3K27ac_rep_A_peak_20506_lociStitched	chr6	114864607	114897035	5	14786	23367.6168	6689.8964	390	1
4_WTuntr_H3K27ac_rep_A_peak_18825_lociStitched	chr5	117356593	117375468	4	9508	20181.15	3580.5875	391	1
3_WTuntr_H3K27ac_rep_A_peak_11491_lociStitched	chr18	39361199	39381559	3	8107	20292.812	3711.628	392	1
4_WTuntr_H3K27ac_rep_A_peak_7015_lociStitched	chr14	20208053	20242846	4	9033	22177.0582	5598.1937	393	1
4_WTuntr_H3K27ac_rep_A_peak_10050_lociStitched	chr17	12377595	12388339	4	9497	18092.896	1524.5736	394	1
5_WTuntr_H3K27ac_rep_A_peak_3452_lociStitched	chr11	58092508	58104806	5	9317	18820.8592	2294.8068	395	1
3_WTuntr_H3K27ac_rep_A_peak_16255_lociStitched	chr4	44976148	44985125	3	8130	18226.0031	1711.9139	396	1
6_WTuntr_H3K27ac_rep_A_peak_20695_lociStitched	chr6	124477588	124513429	6	8841	22354.0317	5842.083	397	1
5_WTuntr_H3K27ac_rep_A_peak_15720_lociStitched	chr3	121416615	121449014	5	5983	22041.0397	5543.4689	398	1
5_WTuntr_H3K27ac_rep_A_peak_25228_lociStitched	chr9	103227994	103243760	5	8926	18985.4172	2495.7578	399	1
4_WTuntr_H3K27ac_rep_A_peak_11981_lociStitched	chr19	4496729	4521968	4	6320	20511.7353	4048.3356	400	1
1_WTuntr_H3K27ac_rep_A_peak_9303_lociStitched	chr16	18080974	18089834	1	8861	18174.518	1749.85	401	1
3_WTuntr_H3K27ac_rep_A_peak_16140_lociStitched	chr4	33246781	33262079	3	4674	18640.613	2219.7398	402	1
1_WTuntr_H3K27ac_rep_A_peak_8887_lociStitched	chr15	89373190	89379528	1	6339	17762.245	1367.1066	403	1
9_WTuntr_H3K27ac_rep_A_peak_18419_lociStitched	chr5	89447353	89468951	9	11444	18718.9866	2371.4604	404	1
7_WTuntr_H3K27ac_rep_A_peak_23409_lociStitched	chr8	84687363	84726668	7	11733	23696.9845	7389.34	405	1
5_WTuntr_H3K27ac_rep_A_peak_3382_lociStitched	chr11	53447474	53463094	5	10023	19311.006	3005.288	406	1
7_WTuntr_H3K27ac_rep_A_peak_8045_lociStitched	chr15	25622578	25663877	7	8675	24052.5376	7780.7316	407	1
4_WTuntr_H3K27ac_rep_A_peak_16334_lociStitched	chr4	49544874	49560823	4	9639	18221.7325	1990.4352	408	1
3_WTuntr_H3K27ac_rep_A_peak_14736_lociStitched	chr2	180699510	180710973	3	6056	18269.7294	2061.0474	409	1
3_WTuntr_H3K27ac_rep_A_peak_22953_lociStitched	chr8	35405417	35418721	3	8466	18528.4808	2349.4864	410	1
2_WTuntr_H3K27ac_rep_A_peak_13142_lociStitched	chr2	27621294	27640384	2	7124	19813.511	3651.917	411	1
6_WTuntr_H3K27ac_rep_A_peak_7181_lociStitched	chr14	30921091	30951786	6	9415	21765.8245	5641.741	412	1
5_WTuntr_H3K27ac_rep_A_peak_15373_lociStitched	chr3	94679665	94695806	5	14357	18617.0294	2495.3986	413	1
5_WTuntr_H3K27ac_rep_A_peak_1445_lociStitched	chr1	184867427	184883299	5	7849	19194.0096	3072.8192	414	1
2_WTuntr_H3K27ac_rep_A_peak_23094_lociStitched	chr8	46829005	46845865	2	10421	19011.336	2898.234	415	1
3_WTuntr_H3K27ac_rep_A_peak_2588_lociStitched	chr10	95835892	95847177	3	8007	17310.0615	1199.5955	416	1
3_WTuntr_H3K27ac_rep_A_peak_9489_lociStitched	chr16	30062878	30070966	3	5436	17631.84	1523.7792	417	1
8_WTuntr_H3K27ac_rep_A_peak_12410_lociStitched	chr19	32525875	32552605	8	7584	20076.903	4009.5	418	1
5_WTuntr_H3K27ac_rep_A_peak_18652_lociStitched	chr5	108659832	108676598	5	7832	19021.027	2965.9054	419	1
10_WTuntr_H3K27ac_rep_A_peak_2882_lociStitched	chr10	128193918	128212390	10	9170	19288.4624	3323.1128	420	1
8_WTuntr_H3K27ac_rep_A_peak_10239_lociStitched	chr17	26497548	26523992	8	8822	20346.0136	4402.926	421	1
6_WTuntr_H3K27ac_rep_A_peak_17729_lociStitched	chr4	151988406	152039942	6	10222	25371.1728	9462.0096	422	1
3_WTuntr_H3K27ac_rep_A_peak_24121_lociStitched	chr8	126804062	126809719	3	4765	17030.3985	1128.0058	423	1
