#overlapped_Set8KO_H3K27ac Enhancers
#Created from SE_Set8KO/overlapped_Set8KO_H3K27ac_12KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by Set8KO_merged.bam
#Using cutoff of 17447.22 for Super-Enhancers
#Created on Νοε 24 2021 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Set8KO_merged.bam	Set8KO_Input_merged.bam	enhancerRank	isSuper
4_Set8KO_H3K27ac_rep_A_peak_12762_lociStitched	chr12	103891928	103908094	4	9305	16562.067	1142.9362	1440	0
4_Set8KO_H3K27ac_rep_A_peak_9278_lociStitched	chr11	94588583	94611893	4	12567	18191.124	2780.883	1441	0
7_Set8KO_H3K27ac_rep_A_peak_10908_lociStitched	chr12	8326996	8354095	7	15503	18565.5249	3159.7434	1442	0
8_Set8KO_H3K27ac_rep_A_peak_25878_lociStitched	chr18	54952608	55003075	8	19543	22301.3673	6898.8389	1443	0
2_Set8KO_H3K27ac_rep_A_peak_5960_lociStitched	chr10	95677793	95696575	2	8669	17876.7076	2482.9804	1444	0
3_Set8KO_H3K27ac_rep_A_peak_51714_lociStitched	chr8	76898468	76914507	3	9652	17482.51	2091.4856	1445	0
7_Set8KO_H3K27ac_rep_A_peak_28114_lociStitched	chr19	41437755	41497241	7	12003	21664.8012	6293.6188	1446	0
3_Set8KO_H3K27ac_rep_A_peak_43910_lociStitched	chr6	37528199	37542777	3	12632	17333.242	1962.1988	1447	0
4_Set8KO_H3K27ac_rep_A_peak_12755_lociStitched	chr12	103757376	103774524	4	6656	16558.1088	1210.6488	1448	0
7_Set8KO_H3K27ac_rep_A_peak_20122_lociStitched	chr15	100655110	100682188	7	11513	18353.4684	3021.9048	1449	0
9_Set8KO_H3K27ac_rep_A_peak_31310_lociStitched	chr2	118509524	118554787	9	19817	21318.873	6001.8738	1450	0
6_Set8KO_H3K27ac_rep_A_peak_45290_lociStitched	chr6	94225031	94261653	6	14792	20072.5182	4771.8466	1451	0
3_Set8KO_H3K27ac_rep_A_peak_23868_lociStitched	chr17	49418991	49433136	3	9331	17064.528	1768.125	1452	0
5_Set8KO_H3K27ac_rep_A_peak_16666_lociStitched	chr14	51898248	51915261	5	7706	17103.1689	1808.4819	1453	0
2_Set8KO_H3K27ac_rep_A_peak_30090_lociStitched	chr2	51136874	51149070	2	9540	16790.2332	1500.108	1454	0
1_Set8KO_H3K27ac_rep_A_peak_27144_lociStitched	chr19	10655523	10660704	1	5182	15965.2515	695.2902	1455	0
5_Set8KO_H3K27ac_rep_A_peak_39068_lociStitched	chr4	139615672	139632672	5	9719	17215.9	1955	1456	0
2_Set8KO_H3K27ac_rep_A_peak_22667_lociStitched	chr17	15427381	15435817	2	7595	16517.688	1262.8692	1457	0
3_Set8KO_H3K27ac_rep_A_peak_18190_lociStitched	chr15	31563319	31584438	3	9188	17801.2051	2551.1752	1458	0
7_Set8KO_H3K27ac_rep_A_peak_12673_lociStitched	chr12	102270769	102306103	7	13061	19825.9074	4593.42	1459	0
11_Set8KO_H3K27ac_rep_A_peak_19169_lociStitched	chr15	77219277	77277700	11	13939	23339.9885	8109.1124	1460	0
7_Set8KO_H3K27ac_rep_A_peak_18006_lociStitched	chr15	10869042	10903397	7	13074	19383.091	4156.955	1461	0
3_Set8KO_H3K27ac_rep_A_peak_27922_lociStitched	chr19	38363254	38374973	3	8028	16782.7799	1575.0336	1462	0
4_Set8KO_H3K27ac_rep_A_peak_34019_lociStitched	chr3	60091389	60111840	4	9128	18017.331	2816.1027	1463	0
1_Set8KO_H3K27ac_rep_A_peak_7505_lociStitched	chr11	48869319	48874599	1	5281	16029.552	831.072	1464	0
5_Set8KO_H3K27ac_rep_A_peak_29811_lociStitched	chr2	35058254	35077415	5	10299	17792.9046	2596.3155	1465	0
6_Set8KO_H3K27ac_rep_A_peak_3818_lociStitched	chr10	8866704	8891012	6	11579	17956.3196	2766.2504	1466	0
3_Set8KO_H3K27ac_rep_A_peak_19669_lociStitched	chr15	85810206	85833958	3	9694	18101.3992	2914.3704	1467	0
6_Set8KO_H3K27ac_rep_A_peak_26532_lociStitched	chr18	80195300	80237449	6	9145	20800.5315	5622.6766	1468	0
3_Set8KO_H3K27ac_rep_A_peak_47467_lociStitched	chr7	29333082	29344001	3	7210	16352.2944	1182.5277	1469	0
1_Set8KO_H3K27ac_rep_A_peak_27344_lociStitched	chr19	21271126	21275538	1	4413	15906.5836	744.7456	1470	0
8_Set8KO_H3K27ac_rep_A_peak_8271_lociStitched	chr11	70431725	70475837	8	16243	20304.7536	5143.4592	1471	0
1_Set8KO_H3K27ac_rep_A_peak_43354_lociStitched	chr5	150911284	150920150	1	8867	16356.8834	1196.0234	1472	0
2_Set8KO_H3K27ac_rep_A_peak_1241_lociStitched	chr1	86522094	86528830	2	5846	16084.8944	934.2832	1473	0
2_Set8KO_H3K27ac_rep_A_peak_34776_lociStitched	chr3	96158919	96173137	2	7171	17070.1308	1927.9608	1474	0
13_Set8KO_H3K27ac_rep_A_peak_54648_lociStitched	chr9	55194519	55290790	13	20779	28197.7759	13083.2289	1475	0
1_Set8KO_H3K27ac_rep_A_peak_26041_lociStitched	chr18	61396988	61402034	1	5047	15752.6028	648.9156	1476	0
1_Set8KO_H3K27ac_rep_A_peak_16586_lociStitched	chr14	46880006	46885031	1	5026	15676.995	578.88	1477	0
10_Set8KO_H3K27ac_rep_A_peak_5260_lociStitched	chr10	77605436	77636291	10	13602	19197.981	4100.6295	1478	0
1_Set8KO_H3K27ac_rep_A_peak_5681_lociStitched	chr10	87856134	87863992	1	7859	16329.7098	1241.564	1479	0
1_Set8KO_H3K27ac_rep_A_peak_7933_lociStitched	chr11	61262724	61275790	1	13067	17134.7524	2059.2016	1480	0
3_Set8KO_H3K27ac_rep_A_peak_34683_lociStitched	chr3	95011604	95043110	3	9464	19253.3166	4180.8462	1481	0
2_Set8KO_H3K27ac_rep_A_peak_55225_lociStitched	chr9	66794834	66804534	2	8719	16471.57	1407.47	1482	0
3_Set8KO_H3K27ac_rep_A_peak_52312_lociStitched	chr8	104590503	104599253	3	8007	16261.875	1202.25	1483	0
3_Set8KO_H3K27ac_rep_A_peak_17125_lociStitched	chr14	65967495	65983449	3	8177	16946.3388	1912.8846	1484	0
7_Set8KO_H3K27ac_rep_A_peak_47454_lociStitched	chr7	29229864	29257144	7	16546	18583.136	3554.584	1485	0
1_Set8KO_H3K27ac_rep_A_peak_27222_lociStitched	chr19	12632582	12639208	1	6627	15927.5788	901.7986	1486	0
4_Set8KO_H3K27ac_rep_A_peak_24397_lociStitched	chr17	78983465	78995848	4	7859	16842.1183	1817.8244	1487	0
2_Set8KO_H3K27ac_rep_A_peak_2726_lociStitched	chr1	165458470	165470525	2	8191	16784.1765	1763.6465	1488	0
6_Set8KO_H3K27ac_rep_A_peak_23460_lociStitched	chr17	34879276	34900882	6	7881	17485.7358	2467.4052	1489	0
2_Set8KO_H3K27ac_rep_A_peak_7980_lociStitched	chr11	62456410	62464412	2	5061	16100.8242	1094.6736	1490	0
2_Set8KO_H3K27ac_rep_A_peak_53754_lociStitched	chr9	21917404	21928197	2	6510	16543.5104	1546.6369	1491	0
6_Set8KO_H3K27ac_rep_A_peak_8223_lociStitched	chr11	69879699	69923042	6	9610	19864.0969	4871.7532	1492	0
7_Set8KO_H3K27ac_rep_A_peak_16740_lociStitched	chr14	55078927	55106789	7	13787	18511.5128	3524.543	1493	0
4_Set8KO_H3K27ac_rep_A_peak_8869_lociStitched	chr11	83736692	83754300	4	10376	17412.5512	2428.1432	1494	0
2_Set8KO_H3K27ac_rep_A_peak_3539_lociStitched	chr1	191391156	191398290	2	6694	15873.15	889.6098	1495	0
3_Set8KO_H3K27ac_rep_A_peak_39875_lociStitched	chr5	21174935	21189794	3	10096	17181.4617	2199.132	1496	0
2_Set8KO_H3K27ac_rep_A_peak_24976_lociStitched	chr18	8929793	8940844	2	10508	16745.5803	1770.3702	1497	0
3_Set8KO_H3K27ac_rep_A_peak_7631_lociStitched	chr11	51851765	51860493	3	6600	16005.4064	1030.7768	1498	0
4_Set8KO_H3K27ac_rep_A_peak_33742_lociStitched	chr3	40937055	40952158	4	9912	16915.36	1942.2458	1499	0
9_Set8KO_H3K27ac_rep_A_peak_9681_lociStitched	chr11	101442388	101483932	9	15026	19629.54	4657.0824	1500	0
6_Set8KO_H3K27ac_rep_A_peak_975_lociStitched	chr1	72808283	72855054	6	12768	20317.3224	5345.9253	1501	0
8_Set8KO_H3K27ac_rep_A_peak_18182_lociStitched	chr15	31528404	31550234	8	11101	17957.358	3003.808	1502	0
6_Set8KO_H3K27ac_rep_A_peak_35049_lociStitched	chr3	104420097	104442626	6	11980	17579.3787	2626.8814	1503	0
3_Set8KO_H3K27ac_rep_A_peak_23766_lociStitched	chr17	46871690	46891327	3	7526	17606.5342	2654.9224	1504	0
4_Set8KO_H3K27ac_rep_A_peak_47835_lociStitched	chr7	45509176	45538769	4	7865	18128.6718	3201.9626	1505	0
5_Set8KO_H3K27ac_rep_A_peak_52127_lociStitched	chr8	93062913	93081019	5	9929	17682.3196	2757.5438	1506	0
5_Set8KO_H3K27ac_rep_A_peak_54631_lociStitched	chr9	54917283	54951691	5	7458	18525.2672	3626.6032	1507	0
4_Set8KO_H3K27ac_rep_A_peak_38053_lociStitched	chr4	118121184	118143801	4	10520	17464.8474	2580.5997	1508	0
6_Set8KO_H3K27ac_rep_A_peak_32367_lociStitched	chr2	156179095	156205110	6	9196	18410.8155	3535.4385	1509	0
3_Set8KO_H3K27ac_rep_A_peak_49145_lociStitched	chr7	109598822	109629927	3	9979	18871.4035	3996.9925	1510	0
4_Set8KO_H3K27ac_rep_A_peak_50894_lociStitched	chr8	33640928	33675257	4	9940	18026.1579	3165.1338	1511	0
5_Set8KO_H3K27ac_rep_A_peak_23499_lociStitched	chr17	35209388	35243313	5	12563	18740.17	3894.59	1512	0
5_Set8KO_H3K27ac_rep_A_peak_22759_lociStitched	chr17	24140464	24172415	5	7934	18576.3114	3731.8768	1513	0
2_Set8KO_H3K27ac_rep_A_peak_30847_lociStitched	chr2	91632668	91651072	2	7411	17043.9444	2202.9588	1514	0
6_Set8KO_H3K27ac_rep_A_peak_22660_lociStitched	chr17	15372279	15397174	6	11294	17969.211	3134.2805	1515	0
4_Set8KO_H3K27ac_rep_A_peak_10013_lociStitched	chr11	107261669	107277771	4	11429	16614.0436	1780.8812	1516	0
2_Set8KO_H3K27ac_rep_A_peak_20850_lociStitched	chr16	24197781	24207203	2	7320	16161.5566	1331.3286	1517	0
4_Set8KO_H3K27ac_rep_A_peak_24322_lociStitched	chr17	73941281	73971621	4	10964	18932.16	4111.07	1518	0
1_Set8KO_H3K27ac_rep_A_peak_47652_lociStitched	chr7	35554325	35559922	1	5598	15697.3462	897.1991	1519	0
7_Set8KO_H3K27ac_rep_A_peak_10357_lociStitched	chr11	115677413	115709590	7	15059	19003.7362	4228.0578	1520	0
5_Set8KO_H3K27ac_rep_A_peak_41552_lociStitched	chr5	104019740	104048067	5	13701	18602.3409	3829.8104	1521	0
3_Set8KO_H3K27ac_rep_A_peak_19854_lociStitched	chr15	96448413	96462842	3	8009	16743.4116	1978.2159	1522	0
3_Set8KO_H3K27ac_rep_A_peak_54561_lociStitched	chr9	52081576	52107188	3	10436	18484.1804	3723.9848	1523	0
3_Set8KO_H3K27ac_rep_A_peak_36112_lociStitched	chr4	11146513	11161388	3	7623	17066.0875	2313.0625	1524	0
3_Set8KO_H3K27ac_rep_A_peak_27145_lociStitched	chr19	10687827	10709420	3	6063	17637.1624	2891.3027	1525	0
3_Set8KO_H3K27ac_rep_A_peak_21771_lociStitched	chr16	70312703	70332177	3	8446	17302.649	2562.7784	1526	0
6_Set8KO_H3K27ac_rep_A_peak_40323_lociStitched	chr5	36557355	36582707	6	14178	18164.708	3430.1256	1527	0
2_Set8KO_H3K27ac_rep_A_peak_32219_lociStitched	chr2	152726914	152742545	2	11506	16812.7036	2080.4861	1528	0
1_Set8KO_H3K27ac_rep_A_peak_36355_lociStitched	chr4	40698240	40704405	1	6166	15669.5805	940.1625	1529	0
3_Set8KO_H3K27ac_rep_A_peak_37759_lociStitched	chr4	107152764	107161308	3	7704	15936.2688	1217.52	1530	0
11_Set8KO_H3K27ac_rep_A_peak_28006_lociStitched	chr19	40219812	40279023	11	18470	22067.9397	7359.9273	1531	0
4_Set8KO_H3K27ac_rep_A_peak_55576_lociStitched	chr9	78211547	78230697	4	13653	17330.75	2623.55	1532	0
3_Set8KO_H3K27ac_rep_A_peak_11364_lociStitched	chr12	35662123	35674636	3	9755	16517.16	1813.1337	1533	0
3_Set8KO_H3K27ac_rep_A_peak_42762_lociStitched	chr5	137333236	137352126	3	11781	16825.323	2142.126	1534	0
1_Set8KO_H3K27ac_rep_A_peak_13740_lociStitched	chr13	34460668	34466566	1	5899	15393.1902	711.8886	1535	0
1_Set8KO_H3K27ac_rep_A_peak_12761_lociStitched	chr12	103858934	103866815	1	7882	15233.973	554.0343	1536	0
5_Set8KO_H3K27ac_rep_A_peak_45914_lociStitched	chr6	120567359	120592911	5	8285	17347.2528	2672.7392	1537	0
4_Set8KO_H3K27ac_rep_A_peak_46567_lociStitched	chr6	142450840	142474051	4	9694	17693.7453	3031.3566	1538	0
8_Set8KO_H3K27ac_rep_A_peak_2446_lociStitched	chr1	153660582	153704075	8	15354	18680.2435	4027.4518	1539	0
3_Set8KO_H3K27ac_rep_A_peak_44581_lociStitched	chr6	71258559	71273381	3	7126	16747.3778	2098.7952	1540	0
4_Set8KO_H3K27ac_rep_A_peak_25732_lociStitched	chr18	45558091	45575397	4	10864	16842.1992	2206.515	1541	0
4_Set8KO_H3K27ac_rep_A_peak_5931_lociStitched	chr10	95296598	95324429	4	8534	17909.2485	3281.2749	1542	0
4_Set8KO_H3K27ac_rep_A_peak_27541_lociStitched	chr19	29031456	29051043	4	7780	17332.5363	2722.593	1543	0
10_Set8KO_H3K27ac_rep_A_peak_53045_lociStitched	chr8	121618103	121666126	10	17384	20188.8692	5589.8772	1544	0
7_Set8KO_H3K27ac_rep_A_peak_15722_lociStitched	chr13	119688947	119724472	7	12200	19837.16	5243.49	1545	0
1_Set8KO_H3K27ac_rep_A_peak_25417_lociStitched	chr18	35625183	35628551	1	3369	15012.1864	430.4304	1546	0
6_Set8KO_H3K27ac_rep_A_peak_32756_lociStitched	chr2	166080247	166101692	6	10919	16997.307	2429.7185	1547	0
1_Set8KO_H3K27ac_rep_A_peak_20364_lociStitched	chr16	5131100	5138279	1	7180	15417.6204	850.7115	1548	0
3_Set8KO_H3K27ac_rep_A_peak_7641_lociStitched	chr11	51998148	52006596	3	6724	15764.8128	1205.5296	1549	0
2_Set8KO_H3K27ac_rep_A_peak_11338_lociStitched	chr12	35038863	35049889	2	6780	16068.1898	1512.7672	1550	0
2_Set8KO_H3K27ac_rep_A_peak_3930_lociStitched	chr10	17721101	17728038	2	4795	15438.2935	887.2423	1551	0
6_Set8KO_H3K27ac_rep_A_peak_23301_lociStitched	chr17	32091098	32123167	6	8080	17785.4674	3235.7621	1552	0
1_Set8KO_H3K27ac_rep_A_peak_46784_lociStitched	chr6	149183860	149196516	1	12657	16374.3328	1833.8544	1553	0
4_Set8KO_H3K27ac_rep_A_peak_9799_lociStitched	chr11	103006302	103029305	4	11542	17631.7995	3091.6032	1554	0
2_Set8KO_H3K27ac_rep_A_peak_46365_lociStitched	chr6	134789726	134803266	2	6084	16192.486	1661.358	1555	0
3_Set8KO_H3K27ac_rep_A_peak_48901_lociStitched	chr7	99961862	99980477	3	10329	16904.2815	2380.8585	1556	0
3_Set8KO_H3K27ac_rep_A_peak_10745_lociStitched	chr11	120822144	120832673	3	5958	15865.0972	1345.6062	1557	0
5_Set8KO_H3K27ac_rep_A_peak_7915_lociStitched	chr11	60806972	60831177	5	9112	16774.065	2270.429	1558	0
7_Set8KO_H3K27ac_rep_A_peak_14961_lociStitched	chr13	91739588	91765452	7	10744	18280.6752	3786.4896	1559	0
3_Set8KO_H3K27ac_rep_A_peak_50637_lociStitched	chr8	14992279	15004038	3	8803	16067.4976	1574.5301	1560	0
1_Set8KO_H3K27ac_rep_A_peak_46000_lociStitched	chr6	122594238	122603784	1	9547	15665.9406	1177.0218	1561	0
3_Set8KO_H3K27ac_rep_A_peak_16594_lociStitched	chr14	47187218	47206915	3	10456	16580.9346	2093.7911	1562	0
4_Set8KO_H3K27ac_rep_A_peak_16555_lociStitched	chr14	45526656	45552719	4	9686	17960.0133	3497.6546	1563	0
3_Set8KO_H3K27ac_rep_A_peak_36964_lociStitched	chr4	61692165	61703840	3	8874	15456.5325	997.045	1564	0
3_Set8KO_H3K27ac_rep_A_peak_1441_lociStitched	chr1	91297738	91318606	3	8121	17034.5484	2585.5452	1565	0
2_Set8KO_H3K27ac_rep_A_peak_2940_lociStitched	chr1	171328095	171346453	2	6460	17093.1338	2647.2236	1566	0
1_Set8KO_H3K27ac_rep_A_peak_52274_lociStitched	chr8	95884225	95888669	1	4445	14968.7252	533.28	1567	0
5_Set8KO_H3K27ac_rep_A_peak_14213_lociStitched	chr13	48544584	48567450	5	8364	17481.057	3045.7512	1568	0
2_Set8KO_H3K27ac_rep_A_peak_22676_lociStitched	chr17	15690057	15706828	2	7067	16688.8221	2254.0224	1569	0
4_Set8KO_H3K27ac_rep_A_peak_46555_lociStitched	chr6	141943765	141963796	4	6947	17130.5112	2698.1757	1570	0
4_Set8KO_H3K27ac_rep_A_peak_7716_lociStitched	chr11	54002940	54029581	4	12208	17535.1062	3106.3406	1571	0
6_Set8KO_H3K27ac_rep_A_peak_51559_lociStitched	chr8	70743279	70777979	6	13373	18685.95	4257.69	1572	0
4_Set8KO_H3K27ac_rep_A_peak_46078_lociStitched	chr6	124802587	124814675	4	8140	16008.1384	1579.9016	1573	0
2_Set8KO_H3K27ac_rep_A_peak_20621_lociStitched	chr16	18080805	18089999	2	8455	15658.3014	1241.19	1574	0
3_Set8KO_H3K27ac_rep_A_peak_37742_lociStitched	chr4	106907478	106934223	3	9295	17841.5895	3436.7325	1575	0
4_Set8KO_H3K27ac_rep_A_peak_43095_lociStitched	chr5	144355163	144373892	4	12228	16824.2607	2421.6597	1576	0
2_Set8KO_H3K27ac_rep_A_peak_49748_lociStitched	chr7	127341551	127346981	2	4742	15043.272	652.143	1577	0
8_Set8KO_H3K27ac_rep_A_peak_42994_lociStitched	chr5	142400621	142444879	8	12056	19862.9904	5483.5662	1578	0
2_Set8KO_H3K27ac_rep_A_peak_21503_lociStitched	chr16	44054602	44063479	2	5958	15620.8569	1243.6677	1579	0
3_Set8KO_H3K27ac_rep_A_peak_33987_lociStitched	chr3	58679073	58693012	3	10954	16492.6248	2120.1219	1580	0
4_Set8KO_H3K27ac_rep_A_peak_6894_lociStitched	chr11	7134367	7159333	4	15843	17406.2952	3045.852	1581	0
4_Set8KO_H3K27ac_rep_A_peak_47582_lociStitched	chr7	34215410	34235319	4	6698	16733.5145	2373.1528	1582	0
12_Set8KO_H3K27ac_rep_A_peak_21071_lociStitched	chr16	30958888	31015852	12	12707	21344.4108	6995.1792	1583	0
7_Set8KO_H3K27ac_rep_A_peak_23513_lociStitched	chr17	35469220	35484162	7	8527	15484.3946	1141.5688	1584	0
2_Set8KO_H3K27ac_rep_A_peak_4833_lociStitched	chr10	63059737	63065605	2	4484	14994.5004	654.282	1585	0
3_Set8KO_H3K27ac_rep_A_peak_40354_lociStitched	chr5	38479200	38500725	3	7713	16978.92	2645.4225	1586	0
1_Set8KO_H3K27ac_rep_A_peak_37640_lociStitched	chr4	104913298	104919266	1	5969	15137.2352	808.664	1587	0
4_Set8KO_H3K27ac_rep_A_peak_22827_lociStitched	chr17	24875281	24897037	4	8523	17041.4748	2732.5536	1588	0
3_Set8KO_H3K27ac_rep_A_peak_41070_lociStitched	chr5	87019081	87032508	3	6219	15960.6749	1655.5491	1589	0
4_Set8KO_H3K27ac_rep_A_peak_50630_lociStitched	chr8	14878922	14893497	4	7555	16278.8175	1977.8275	1590	0
2_Set8KO_H3K27ac_rep_A_peak_46400_lociStitched	chr6	136455608	136471831	2	10839	16690.2224	2391.2702	1591	0
5_Set8KO_H3K27ac_rep_A_peak_42446_lociStitched	chr5	125163704	125180678	5	11619	16220.3544	1933.3386	1592	0
3_Set8KO_H3K27ac_rep_A_peak_44321_lociStitched	chr6	54034651	54049981	3	11330	16404.633	2120.139	1593	0
6_Set8KO_H3K27ac_rep_A_peak_53657_lociStitched	chr9	20861883	20898899	6	10844	18115.6304	3831.156	1594	0
2_Set8KO_H3K27ac_rep_A_peak_41240_lociStitched	chr5	92193856	92206740	2	8525	16052.1756	1770.2616	1595	0
1_Set8KO_H3K27ac_rep_A_peak_22387_lociStitched	chr17	4993366	4997352	1	3987	14611.8788	331.6352	1596	0
1_Set8KO_H3K27ac_rep_A_peak_17815_lociStitched	chr15	3269178	3274810	1	5633	15102.208	831.2832	1597	0
7_Set8KO_H3K27ac_rep_A_peak_12331_lociStitched	chr12	84192223	84222989	7	9960	18108.8676	3842.6734	1598	0
1_Set8KO_H3K27ac_rep_A_peak_14695_lociStitched	chr13	64102747	64109957	1	7211	15253.476	1005.074	1599	0
5_Set8KO_H3K27ac_rep_A_peak_48261_lociStitched	chr7	72291404	72307597	5	11769	16753.2778	2511.5343	1600	0
5_Set8KO_H3K27ac_rep_A_peak_26780_lociStitched	chr19	4809969	4839318	5	9413	17873.541	3639.276	1601	0
4_Set8KO_H3K27ac_rep_A_peak_7935_lociStitched	chr11	61352439	61390474	4	11141	18907.1985	4674.5015	1602	0
6_Set8KO_H3K27ac_rep_A_peak_43620_lociStitched	chr6	23114442	23148067	6	12873	18890.525	4663.7875	1603	0
1_Set8KO_H3K27ac_rep_A_peak_39427_lociStitched	chr4	150127245	150134331	1	7087	14952.1686	731.2752	1604	0
3_Set8KO_H3K27ac_rep_A_peak_51862_lociStitched	chr8	83996511	84005484	3	7471	15160.7808	943.9596	1605	0
3_Set8KO_H3K27ac_rep_A_peak_25315_lociStitched	chr18	32136064	32148708	3	7778	15726.6072	1517.28	1606	0
8_Set8KO_H3K27ac_rep_A_peak_51416_lociStitched	chr8	67997038	68062935	8	14030	23716.3303	9508.9371	1607	0
1_Set8KO_H3K27ac_rep_A_peak_12754_lociStitched	chr12	103733185	103739247	1	6063	14800.373	609.231	1608	0
4_Set8KO_H3K27ac_rep_A_peak_15935_lociStitched	chr14	20115279	20140488	4	11697	16862.3001	2674.6749	1609	0
5_Set8KO_H3K27ac_rep_A_peak_40998_lociStitched	chr5	77094533	77112937	5	8173	16640.8968	2455.0936	1610	0
3_Set8KO_H3K27ac_rep_A_peak_23699_lociStitched	chr17	45871354	45887321	3	6684	16105.9129	1920.8301	1611	0
3_Set8KO_H3K27ac_rep_A_peak_18752_lociStitched	chr15	62249852	62266149	3	11263	16665.3122	2480.4034	1612	0
3_Set8KO_H3K27ac_rep_A_peak_20600_lociStitched	chr16	17329360	17347210	3	10618	16823.625	2643.585	1613	0
5_Set8KO_H3K27ac_rep_A_peak_19334_lociStitched	chr15	79658184	79691506	5	10095	18193.812	4028.6298	1614	0
3_Set8KO_H3K27ac_rep_A_peak_49775_lociStitched	chr7	127769224	127778557	3	6711	15523.5789	1366.3512	1615	0
2_Set8KO_H3K27ac_rep_A_peak_15900_lociStitched	chr14	18233642	18239991	2	5391	15089.0334	935.8426	1616	0
6_Set8KO_H3K27ac_rep_A_peak_33390_lociStitched	chr3	14774124	14800945	6	11199	17479.2457	3333.8503	1617	0
3_Set8KO_H3K27ac_rep_A_peak_35719_lociStitched	chr3	138405029	138415813	3	9880	15652.976	1508.6816	1618	0
8_Set8KO_H3K27ac_rep_A_peak_10493_lociStitched	chr11	117263435	117286035	8	12271	16830.22	2702.96	1619	0
2_Set8KO_H3K27ac_rep_A_peak_52431_lociStitched	chr8	106277887	106289057	2	9163	15401.196	1278.965	1620	0
1_Set8KO_H3K27ac_rep_A_peak_11613_lociStitched	chr12	59128916	59134082	1	5167	14874.4638	756.819	1621	0
6_Set8KO_H3K27ac_rep_A_peak_33062_lociStitched	chr2	172439444	172477878	6	14599	18871.094	4758.1292	1622	0
2_Set8KO_H3K27ac_rep_A_peak_42110_lociStitched	chr5	119668808	119686451	2	7986	15691.6842	1580.8128	1623	0
2_Set8KO_H3K27ac_rep_A_peak_15845_lociStitched	chr14	16241918	16250239	2	5045	15368.0549	1265.6241	1624	0
4_Set8KO_H3K27ac_rep_A_peak_46122_lociStitched	chr6	125291493	125314915	4	8138	16896.6308	2803.6134	1625	0
3_Set8KO_H3K27ac_rep_A_peak_35456_lociStitched	chr3	122244925	122254083	3	6816	15441.3038	1350.805	1626	0
11_Set8KO_H3K27ac_rep_A_peak_34185_lociStitched	chr3	79202544	79263109	11	17419	22645.2535	8557.8345	1627	0
6_Set8KO_H3K27ac_rep_A_peak_49634_lociStitched	chr7	125550758	125581511	6	16614	17898.246	3816.4473	1628	0
1_Set8KO_H3K27ac_rep_A_peak_42899_lociStitched	chr5	139791092	139798621	1	7530	15017.3434	936.6076	1629	0
6_Set8KO_H3K27ac_rep_A_peak_1034_lociStitched	chr1	74284025	74310321	6	14232	17421.1	3344.8512	1630	0
1_Set8KO_H3K27ac_rep_A_peak_56555_lociStitched	chr9	119980044	119985331	1	5288	14654.5066	585.2709	1631	0
3_Set8KO_H3K27ac_rep_A_peak_27947_lociStitched	chr19	38997228	39010027	3	11902	15687.7343	1621.6333	1632	0
3_Set8KO_H3K27ac_rep_A_peak_33939_lociStitched	chr3	57419771	57435344	3	10443	16435.7442	2373.3252	1633	0
3_Set8KO_H3K27ac_rep_A_peak_45923_lociStitched	chr6	120806364	120837389	3	7210	17088.57	3034.245	1634	0
6_Set8KO_H3K27ac_rep_A_peak_26040_lociStitched	chr18	61356540	61377401	6	9704	16653.3363	2638.9165	1635	0
6_Set8KO_H3K27ac_rep_A_peak_53034_lociStitched	chr8	121561801	121591677	6	10008	17441.6088	3438.7276	1636	0
7_Set8KO_H3K27ac_rep_A_peak_50749_lociStitched	chr8	23190531	23215340	7	12729	17487.8641	3498.069	1637	0
5_Set8KO_H3K27ac_rep_A_peak_40097_lociStitched	chr5	31179116	31221523	5	8198	19570.8305	5585.0019	1638	0
6_Set8KO_H3K27ac_rep_A_peak_28538_lociStitched	chr19	55218417	55261079	6	15033	18882.2012	4910.3962	1639	0
6_Set8KO_H3K27ac_rep_A_peak_31481_lociStitched	chr2	122140551	122164632	6	9052	17453.9088	3498.9693	1640	0
2_Set8KO_H3K27ac_rep_A_peak_15314_lociStitched	chr13	101762936	101779022	2	7566	16225.9482	2282.6034	1641	0
4_Set8KO_H3K27ac_rep_A_peak_55565_lociStitched	chr9	78103754	78118664	4	8058	16011.849	2073.981	1642	0
4_Set8KO_H3K27ac_rep_A_peak_12223_lociStitched	chr12	82319263	82337769	4	7971	16435.1786	2502.0112	1643	0
3_Set8KO_H3K27ac_rep_A_peak_28627_lociStitched	chr19	57309414	57325365	3	10313	16075.4178	2148.5997	1644	0
4_Set8KO_H3K27ac_rep_A_peak_53268_lociStitched	chr8	124566451	124589560	4	8212	15984.4953	2072.8773	1645	0
5_Set8KO_H3K27ac_rep_A_peak_42101_lociStitched	chr5	119328387	119345914	5	10271	15958.3335	2055.9171	1646	0
5_Set8KO_H3K27ac_rep_A_peak_37115_lociStitched	chr4	76342639	76371617	5	11571	18009.827	4109.0804	1647	0
2_Set8KO_H3K27ac_rep_A_peak_46731_lociStitched	chr6	146629221	146643608	2	8815	16018.4858	2122.0825	1648	0
1_Set8KO_H3K27ac_rep_A_peak_49173_lociStitched	chr7	110059897	110063604	1	3708	14493.9993	601.2754	1649	0
